999 IPGP 1.0 24 3T 001 130 QF19 -37.3200 -73.3476 118 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 131 QF20 -35.6947 -72.1241 236 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 132 QF21 -36.4057 -72.4013 0 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 133 QF22 -37.6534 -73.6274 189 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 134 QF23 -35.2054 -71.9666 76 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 135 F241 -33.4752 -70.6622 547 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 136 F242 -33.0277 -71.6351 67 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 137 F24A -33.4752 -70.6622 547 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 138 F24B -33.0277 -71.6351 67 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 139 QF25 -36.7731 -73.2097 27 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 140 QF26 -37.9809 -73.2422 51 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 141 F271 -33.4573 -70.6622 547 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 142 F272 -33.9967 -71.5902 299 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 143 F27A -33.4573 -70.6622 547 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 144 F27B -33.9967 -71.5902 299 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 LIV 1.0 24 120P 001 145 L001 -38.30561 -72.05183 606 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 146 L002 -38.25510 -72.25700 410 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 147 L003 -38.29505 -72.41548 320 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 148 L004 -38.26466 -72.67471 166 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 149 L005 -38.26326 -72.79351 297 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 150 L006 -38.28885 -72.89737 110 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 151 L007 -38.16861 -73.36709 078 2010.01.01 00:00 2010.12.31 24:00 LIV
999 LIV 1.0 24 120P 001 152 L008 -38.41043 -73.90545 010 2010.01.01 00:00 2010.12.31 24:00 LIV
